sample_id,source
1674.McG.F110714Ch1H1,emp
1674.McG.F110714Ch1R1,emp
1674.McG.F110714Jr5R2,emp
1674.McG.F110714Ch1H3,emp
1674.McG.F110714Jr5H5,emp
1674.McG.F110714Jr5R4,emp
1674.McG.F110714Jr1H4,emp
1674.McG.F110714Ch3H1,emp
1674.McG.F110715Ly5R5,emp
1674.McG.F110715Ly5R3,emp
1674.McG.F110715Ly5H3,emp
1674.McG.G110714Jr5,emp
1674.McG.P110714Jr2,emp
1674.McG.F110715Ly2R4,emp
1674.McG.F110714Jr3R1,emp
1692.Soil.BE.PolygonC.Shallow.Rim.08.11.2012,emp
1692.Soil.A18.Medium.2011,emp
1692.Soil.O42.Deep.2011,emp
1692.Soil.Ael.Medium.2011,emp
1692.Soil.BE.PolygonA.Medium.Rim.08.11.2012,emp
1692.Soil.A54.Deep.2011,emp
1692.Soil.BE.PolygonB.Shallow.Rim.7.8.2012,emp
1692.Biofilm.B.E1.1.W.2012,emp
1692.Soil.BE.PolygonC.Shallow.Center.08.11.2012,emp
1692.Biofilm.C.DC.1.W.2012,emp
1692.Soil.BE.PolygonC.Shallow.Center.7.15.2012,emp
1692.Soil.BE.PolygonC.Shallow.Center.7.28.2012,emp
1692.Soil.BE.PolygonC.Shallow.Center.7.8.2012,emp
1692.Biofilm.C.DC.2.C.2012,emp
1692.Biofilm.A.E1.2.C.2012,emp
1692.Biofilm.A.DC.1.W.2012,emp
1692.Biofilm.B.E1.2.C.2012,emp
1692.Biofilm.A.E2.2.C.2012,emp
1692.Biofilm.A.E1.1.W.2012,emp
1692.Biofilm.B.DC.2.C.2012,emp
1692.Biofilm.B.E2.1.W.2012,emp
1692.Biofilm.B.DC.2.W.2012,emp
1692.Biofilm.A.E2.1.C.2012,emp
1692.Soil.BE.PolygonA.Shallow.Center.7.8.2012,emp
1692.Biofilm.A.E2.1.W.2012,emp
1692.Soil.BE.PolygonA.Shallow.Center.08.11.2012,emp
1692.Soil.BE.PolygonA.Shallow.Rim.08.11.2012,emp
1692.Soil.BE.PolygonA.Medium.Center.08.11.2012,emp
1692.Soil.BE.PolygonB.Shallow.Center.7.15.2012,emp
1692.Biofilm.C.E2.2.W.2012,emp
1692.Biofilm.A.E2.2.W.2012,emp
1692.Biofilm.B.E2.2.W.2012,emp
1692.Biofilm.C.E2.2.C.2012,emp
1692.Soil.BE.PolygonB.Medium.Center.08.11.2012,emp
1692.Biofilm.B.E1.2.W.2012,emp
1692.Soil.BE.PolygonB.Shallow.Center.08.11.2012,emp
1692.Soil.BE.PolygonB.Medium.Center.7.8.2012,emp
1692.Biofilm.B.E2.2.C.2012,emp
1692.Soil.BE.PolygonB.Shallow.Center.7.28.2012,emp
1692.Biofilm.A.E1.2.W.2012,emp
1692.Biofilm.B.DC.1.W.2012,emp
1692.Biofilm.B.E1.1.C.2012,emp
1692.Soil.BE.PolygonB.Medium.Center.7.15.2012,emp
1692.Soil.BE.PolygonC.Medium.Center.7.28.2012,emp
1692.Soil.BE.PolygonB.Shallow.Rim.7.28.2012,emp
1692.Soil.BE.PolygonA.Shallow.Rim.7.28.2012,emp
1692.Soil.BE.PolygonA.Shallow.Rim.7.15.2012,emp
1692.Soil.BE.PolygonC.Medium.Center.7.8.2012,emp
1692.Biofilm.C.E1.1.W.2012,emp
1692.Biofilm.A.DC.2.C.2012,emp
1692.Soil.BE.PolygonB.Shallow.Center.7.8.2012,emp
1692.Soil.BE.PolygonA.Shallow.Center.7.15.2012,emp
1692.Soil.BE.PolygonB.Medium.Rim.7.15.2012,emp
1692.Soil.BE.PolygonB.Shallow.Rim.7.15.2012,emp
1692.Soil.BE.PolygonB.Medium.Rim.08.11.2012,emp
1692.Biofilm.C.DC.2.W.2012,emp
1692.Biofilm.C.E1.1.C.2012,emp
1692.Biofilm.C.E2.1.C.2012,emp
1692.Soil.BE.PolygonC.Medium.Center.7.15.2012,emp
1692.Soil.BE.PolygonA.Medium.Center.7.8.2012,emp
1692.Biofilm.C.E1.2.C.2012,emp
1692.Soil.BE.PolygonA.Shallow.Center.7.28.2012,emp
1692.Soil.BE.PolygonA.Medium.Center.7.15.2012,emp
1692.Soil.BE.PolygonB.Medium.Center.7.28.2012,emp
1692.Biofilm.C.DC.1.C.2012,emp
1692.Soil.BE.PolygonA.Medium.Center.7.28.2012,emp
1692.Biofilm.A.DC.2.W.2012,emp
1692.Biofilm.B.DC.1.C.2012,emp
1692.Biofilm.C.E1.2.W.2012,emp
1692.Biofilm.A.E1.1.C.2012,emp
1692.Soil.BE.PolygonC.Medium.Center.08.11.2012,emp
1692.Biofilm.B.E2.1.C.2012,emp
1692.Biofilm.C.E2.1.W.2012,emp
1692.Biofilm.A.DC.1.C.2012,emp
1692.Soil.BE.PolygonB.Shallow.Rim.08.11.2012,emp
1692.Soil.BE.PolygonA.Medium.Rim.7.28.2012.2,emp
1692.Soil.BE.PolygonA.Medium.Rim.7.15.2012,emp
1692.Soil.BE.PolygonB.Medium.Rim.7.8.2012,emp
1692.Soil.BE.PolygonC.Medium.Rim.7.8.2012,emp
1692.Soil.BE.PolygonA.Medium.Rim.7.28.2012.1,emp
1692.Soil.BE.PolygonC.Medium.Rim.08.11.2012,emp
1692.Soil.BE.PolygonB.Medium.Rim.7.28.2012,emp
1692.Soil.Ael.Shallow.2011,emp
1692.Soil.BE.PolygonA.Medium.Rim.7.8.2012,emp
1692.Soil.O42.Medium.2011,emp
1692.Soil.BE.PolygonC.Medium.Rim.7.15.2012,emp
1692.Soil.A18.Shallow.2011,emp
1692.Soil.BE.PolygonC.Shallow.Rim.7.8.2012,emp
1692.Soil.BE.PolygonA.Shallow.Rim.7.8.2012,emp
1702.BL2,emp
1702.MCB1,emp
1702.AT1,emp
1702.AT2,emp
1702.DCS1,emp
1702.MCB2,emp
1702.BL4,emp
1702.AT3,emp
1702.MCB3,emp
1702.DCS3,emp
1702.BL1,emp
1702.AT4,emp
1702.MCB4,emp
1702.BL3,emp
1702.DCF3,emp
1702.DCF1,emp
1702.DCF4,emp
1702.EB2,emp
1702.DCF2,emp
1702.DCS4,emp
1702.DCS2,emp
1702.EB3,emp
1711.KFM3.2,emp
1711.KFM7.3,emp
1711.KAM4.1,emp
1711.KAM6.1,emp
1711.KAM6.3,emp
1711.KAJ1.1,emp
1711.KAM2.3,emp
1711.KFM8.2,emp
1711.KAJ4.2,emp
1711.KAJ6.3,emp
1711.KAJ9.1,emp
1711.KFM2.3,emp
1711.KAM2.2,emp
1711.KFM8.1,emp
1711.KFM7.2,emp
1711.KAM9.3,emp
1711.KAJ4.3,emp
1711.KFM3.3,emp
1711.KAJ3.2,emp
1711.KAM1.1,emp
1711.KFM1.1,emp
1711.KFM1.2,emp
1711.KFM7.1,emp
1711.KFM2.2,emp
1711.KAM6.2,emp
1711.KFM9.3,emp
1711.KFM8.3,emp
1711.KAJ5.1,emp
1711.KFM6.3,emp
1711.KAM9.1,emp
1711.KAM7.3,emp
1711.KAJ7.2,emp
1711.KAJ7.1,emp
1711.KAM5.3,emp
1711.KAJ1.3,emp
1711.KFM5.2,emp
1711.KAJ9.3,emp
1711.KAJ8.3,emp
1711.KAJ8.1,emp
1711.KAM9.2,emp
1711.KFM6.2,emp
1711.KAJ9.2,emp
1711.KAM4.2,emp
1711.KFM1.3,emp
1711.KAJ5.2,emp
1711.KAJ1.2,emp
1711.KAM8.1,emp
1711.KAM5.2,emp
1711.KAJ7.3,emp
1711.KAM1.3,emp
1711.KAJ3.3,emp
1711.KAJ5.3,emp
1711.KAM8.3,emp
1711.KAJ2.3,emp
1711.KAM2.1,emp
1711.KAM7.1,emp
1711.KAM5.1,emp
1711.KAJ6.2,emp
1711.KFM2.1,emp
1711.KAJ6.1,emp
1711.KAM3.1,emp
1711.KFM4.1,emp
1711.KAM4.3,emp
1711.KFM6.1,emp
1711.KAJ2.1,emp
1711.KFM4.3,emp
1711.KAJ3.1,emp
1711.KAM1.2,emp
1711.KFM9.2,emp
1711.KAJ8.2,emp
1711.KAJ2.2,emp
1711.KFM4.2,emp
1711.KAM3.3,emp
1711.KAJ4.1,emp
1711.KFM5.3,emp
1711.KAM3.2,emp
1711.KFM5.1,emp
1713.McG.L3N1020,emp
1713.McG.L3B1020,emp
1713.McG.L2K210,emp
1713.McG.L2B210,emp
1713.McG.L2K1020,emp
1713.McG.L3K210,emp
1713.McG.L3B02,emp
1713.McG.L1K02,emp
1713.McG.L1K210,emp
1713.McG.L2N210,emp
1713.McG.L3N210,emp
1713.McG.L3K02,emp
1713.McG.L1B1020,emp
1713.McG.L1N210,emp
1713.McG.L1B210,emp
1713.McG.L1B02,emp
1713.McG.L1N02,emp
1713.McG.L1M02,emp
1713.McG.L2N02,emp
1713.McG.L3B210,emp
1713.McG.L2K02,emp
1713.McG.L3M02,emp
1713.McG.L2B1020,emp
1713.McG.L2M1020,emp
1713.McG.L2M02,emp
1713.McG.L2M210,emp
1713.McG.L3M210,emp
1713.McG.L1K1020,emp
1713.McG.L1M210,emp
1713.McG.L3M1020,emp
1713.McG.L3K1020,emp
1713.McG.L1N1020,emp
1713.McG.L1M1020,emp
1713.McG.L2N1020,emp
1714.McG.OPA210,emp
1714.McG.PA02,emp
1714.McG.PB02,emp
1714.McG.PB210,emp
1714.McG.LA1020,emp
1714.McG.OPC1020,emp
1714.McG.OPB210,emp
1714.McG.OPB02,emp
1714.McG.OPC210,emp
1714.McG.OPA02,emp
1714.McG.LB02,emp
1714.McG.PC210,emp
1714.McG.LB1020,emp
1714.McG.OPB1020,emp
1714.McG.LC1020,emp
1714.McG.PC1020,emp
1714.McG.LC02,emp
1714.McG.PA1020,emp
1714.McG.LA210,emp
1714.McG.PB1020,emp
1714.McG.LB210,emp
1714.McG.PA210,emp
1714.McG.LA02,emp
1714.McG.LC210,emp
1714.McG.OPA1020,emp
1715.McG.NK2,emp
1715.McG.NK3,emp
1715.McG.NJ1,emp
1715.McG.NPRI3,emp
1715.McG.NP3,emp
1715.McG.NM3,emp
1715.McG.ND1,emp
1715.McG.NF1,emp
1715.McG.NA1,emp
1715.McG.NL1,emp
1715.McG.NG1,emp
1715.McG.NR2,emp
1715.McG.NQ2,emp
1715.McG.NN1,emp
1715.McG.NSEC2,emp
1715.McG.NQ3,emp
1715.McG.NP2,emp
1715.McG.NH3,emp
1715.McG.NQ1,emp
1715.McG.NA2,emp
1715.McG.NF3,emp
1715.McG.NR3,emp
1715.McG.NI1,emp
1715.McG.NE1,emp
1715.McG.NM2,emp
1715.McG.NP1,emp
1715.McG.NM1,emp
1715.McG.ND2,emp
1715.McG.NS1,emp
1715.McG.NA3,emp
1715.McG.NPRI1,emp
1715.McG.NG3,emp
1715.McG.NI2,emp
1715.McG.NO1,emp
1715.McG.NC3,emp
1715.McG.NSEC1,emp
1715.McG.NE2,emp
1715.McG.NO2,emp
1715.McG.NS3,emp
1715.McG.NI3,emp
1715.McG.NH2,emp
1715.McG.NJ3,emp
1715.McG.NO3,emp
1715.McG.ND3,emp
1715.McG.NL3,emp
1715.McG.NB3,emp
1715.McG.NL2,emp
1715.McG.NS2,emp
1715.McG.NG2,emp
1715.McG.NH1,emp
1715.McG.NC2,emp
1715.McG.NN2,emp
1715.McG.NR1,emp
1715.McG.NC1,emp
1715.McG.NJ2,emp
1715.McG.NSEC3,emp
1715.McG.NPRI2,emp
1715.McG.NE3,emp
1715.McG.NB1,emp
1715.McG.NB2,emp
1715.McG.NN3,emp
1716.McG.PAPrS16,emp
1716.McG.PAPrS36,emp
1716.McG.PAPrS29,emp
1716.McG.PAPrS38,emp
1716.McG.PAPrS26,emp
1716.McG.PAPrS32,emp
1716.McG.PAPrS28,emp
1716.McG.PAPrS21,emp
1716.McG.PAPrS11,emp
1716.McG.PAPrS14,emp
1716.McG.PAPrS33,emp
1716.McG.PAPrS17,emp
1716.McG.PAPrS09,emp
1716.McG.PAPrS06,emp
1716.McG.PAPrS15,emp
1716.McG.PAPrS18,emp
1716.McG.PAPrS31,emp
1716.McG.PAPrS02,emp
1716.McG.PAPrS20,emp
1716.McG.PAPrS27,emp
1716.McG.PAPrS37,emp
1716.McG.PAPrS19,emp
1716.McG.PAPrS39,emp
1716.McG.PAPrS41,emp
1716.McG.PAPrS43,emp
1716.McG.PAPrS23,emp
1716.McG.PAPrS40,emp
1716.McG.PAPrS08,emp
1716.McG.PAPrS30,emp
1716.McG.PAPrS34,emp
1716.McG.PAPrS25,emp
1716.McG.PAPrS05,emp
1716.McG.PAPrS35,emp
1716.McG.PAPrS07,emp
1716.McG.PAPrS12,emp
1716.McG.PAPrS22,emp
1716.McG.PAPrS10,emp
1716.McG.PAPrS13,emp
1716.McG.PAPrS42,emp
1716.McG.PAPrS24,emp
1716.McG.PAPrS03,emp
1716.McG.PAPrS01,emp
1716.McG.PAPrS04,emp
1717.KBC21.experimental.plot,emp
1717.32H.high.fertilizer,emp
1717.6IF.improved.leguminous,emp
1717.KBC22.experimental.plot,emp
1717.5L.low.fertilizer,emp
1717.KBC16.experimental.plot,emp
1717.6.improved.leguminous,emp
1717.KBC8.experimental.plot,emp
1717.9.improved.leguminous,emp
1717.40L.low.fertilizer,emp
1717.KBC13.experimental.plot,emp
1717.1H.high.fertilizer,emp
1717.KBC19.experimental.plot,emp
1717.12.improved.leguminous,emp
1717.KBC6.experimental.plot,emp
1717.35H.high.fertilizer,emp
1717.32.high.fertilizer,emp
1717.3IF.improved.leguminous,emp
1717.4.high.fertilizer,emp
1717.KBC7.experimental.plot,emp
1717.12IF.improved.leguminous,emp
1717.21.improved.leguminous,emp
1717.KBC20.experimental.plot,emp
1717.KBC4.experimental.plot,emp
1717.KBC3.experimental.plot,emp
1717.21IF.improved.leguminous,emp
1717.38H.high.fertilizer,emp
1717.KBC11.experimental.plot,emp
1717.POH.high.with.maure,emp
1717.20L.low.fertilizer,emp
1717.KBC14.experimental.plot,emp
1717.41L.low.fertilizer,emp
1717.KBC10.experimental.plot,emp
1717.KBC2.experimental.plot,emp
1717.39L.low.fertilizer,emp
1717.37L.low.fertilizer,emp
1717.KBC9.experimental.plot,emp
1717.19H.high.fertilizer,emp
1717.10H.high.fertilizer,emp
1717.KBC18.experimental.plot,emp
1717.KBC24.experimental.plot,emp
1717.7.high.fertilizer,emp
1717.KBC15.experimental.plot,emp
1717.1.high.fertilizer,emp
1717.KBC1.experimental.plot,emp
1717.4H.high.fertilizer,emp
1717.7H.high.fertilizer,emp
1717.5.low.fertilizer,emp
1717.2L.low.fertilizer,emp
1717.2.low.fertilizer,emp
1717.9IF.improved.leguminous,emp
1717.36L.low.fertilizer,emp
1717.19.high.fertilizer,emp
1717.3.improved.leguminous,emp
1717.10.high.fertilizer,emp
1717.20.low.fertilizer,emp
1721.BMC.7.1T.26.3,emp
1721.S7B,emp
1721.R5M,emp
1721.B24M,emp
1721.B17B,emp
1721.R30B,emp
1721.B8B,emp
1721.R18M,emp
1721.S14M,emp
1721.R8B,emp
1721.R18B,emp
1721.R23B,emp
1721.S15B,emp
1721.R9T,emp
1721.S7M,emp
1721.S10B,emp
1721.R17B,emp
1721.R27B,emp
1721.R6T,emp
1721.R9M,emp
1721.R20B,emp
1721.S2B,emp
1721.S24B,emp
1721.S7T,emp
1721.R15T,emp
1721.R30M,emp
1721.S24T,emp
1721.S1M,emp
1721.R11M,emp
1721.S11T,emp
1721.R1T,emp
1721.R15M,emp
1721.R17T,emp
1721.R21M,emp
1721.S15T,emp
1721.R25B,emp
1721.S17T,emp
1721.R10M,emp
1721.R6B,emp
1721.S4B,emp
1721.R9B,emp
1721.R12M,emp
1721.R6M,emp
1721.S10T,emp
1721.S19B,emp
1721.R4M,emp
1721.R22B,emp
1721.R10B,emp
1721.R14M,emp
1721.S5T,emp
1721.R26M,emp
1721.R29M,emp
1721.R2B,emp
1721.R28M,emp
1721.R11B,emp
1721.S8T,emp
1721.S9M,emp
1721.S18B,emp
1721.S12T,emp
1721.S19T,emp
1721.S10M,emp
1721.S5M,emp
1721.S1T,emp
1721.S21B,emp
1721.R18T,emp
1721.S18M,emp
1721.R3B,emp
1721.S16M,emp
1721.S13T,emp
1721.R17M,emp
1721.R22M,emp
1721.R8M,emp
1721.B15B,emp
1721.S20B,emp
1721.S22T,emp
1721.S8M,emp
1721.R12T,emp
1721.S11B,emp
1721.R25M,emp
1721.R16B,emp
1721.S11M,emp
1721.R23T,emp
1721.R4T,emp
1721.S3T,emp
1721.R14T,emp
1721.S3B,emp
1721.S5B,emp
1721.S8B,emp
1721.R1M,emp
1721.R20M,emp
1721.R24B,emp
1721.S30M,emp
1721.S23M,emp
1721.R16M,emp
1721.B30B,emp
1721.S22B,emp
1721.R28T,emp
1721.B18T,emp
1721.BMC.8.1T.11.2,emp
1721.BMC.7.5T.18.1,emp
1721.Soil.NIL.100.N.22.3,emp
1721.S20T,emp
1721.S22M,emp
1721.S12M,emp
1721.Soil.NIL.100.N.10.1,emp
1721.BMC.7.1T.3.2,emp
1721.BMC.8.5T.23.2,emp
1721.BMC.7.5T.18.3,emp
1721.Soil.NIL.100.N.22.1,emp
1721.BMC.7.1T.20.2,emp
1721.BMC.8.1T.30.1,emp
1721.BMC.8.5T.2.2,emp
1721.Soil.NIL.100.N.14.2,emp
1721.BMC.7.5T.21.2,emp
1721.BMC.8.5T.17.3,emp
1721.BMC.8.1T.11.1,emp
1721.BMC.7.1T.3.3,emp
1721.BMC.8.5T.23.3,emp
1721.BMC.7.5T.18.2,emp
1721.BMC.8.5T.23.1,emp
1721.BMC.8.5T.17.2,emp
1721.BMC.7.5T.5.3,emp
1721.BMC.7.1T.26.2,emp
1721.R1B,emp
1721.BMC.7.5T.5.2,emp
1721.S17B,emp
1721.S24M,emp
1721.S23B,emp
1721.R24T,emp
1721.S2M,emp
1721.R7T,emp
1721.S14B,emp
1721.B16T,emp
1721.S1B,emp
1721.S3M,emp
1721.S20M,emp
1721.S21M,emp
1721.S6M,emp
1721.R3T,emp
1721.S9B,emp
1721.BMC.7.1T.20.1,emp
1721.B25M,emp
1721.B26M,emp
1721.R4B,emp
1721.S6B,emp
1721.BMC.8.1T.30.3,emp
1721.BMC.7.5T.21.1,emp
1721.BMC.7.1T.3.1,emp
1721.Soil.NIL.100.N.22.2,emp
1721.BMC.8.1T.30.2,emp
1721.BMC.8.5T.17.1,emp
1721.BMC.8.5T.2.3,emp
1721.BMC.7.5T.21.3,emp
1721.BMC.8.5T.2.1,emp
1721.Soil.NIL.100.N.14.3,emp
1721.Soil.NIL.100.N.10.2,emp
1721.BMC.7.1T.26.1,emp
1721.Soil.NIL.100.N.14.1,emp
1721.BMC.7.5T.5.1,emp
1721.BMC.8.1T.11.3,emp
1721.S4M,emp
1721.Soil.NIL.100.N.10.3,emp
1721.B4B,emp
1721.B19T,emp
1721.BMC.7.1T.20.3,emp
1721.S18T,emp
1721.S19M,emp
1721.S12B,emp
1721.S16B,emp
1721.R15B,emp
1721.S17M,emp
1721.B5B,emp
1721.S6T,emp
1721.R13T,emp
1721.S9T,emp
1721.R2M,emp
1721.R21B,emp
1721.R7M,emp
1721.B11T,emp
1721.S4T,emp
1721.B17T,emp
1721.B4M,emp
1721.B3T,emp
1721.B5M,emp
1721.B21B,emp
1721.B8T,emp
1721.B29T,emp
1721.B7M,emp
1721.B23T,emp
1721.B19M,emp
1721.B15T,emp
1721.B2M,emp
1721.B29B,emp
1721.B18M,emp
1721.B23M,emp
1721.B15M,emp
1721.B29M,emp
1721.S16T,emp
1721.B23B,emp
1721.S28T,emp
1721.S2T,emp
1721.B9T,emp
1721.B20M,emp
1721.R13B,emp
1721.B16M,emp
1721.S25T,emp
1721.B12M,emp
1721.B11B,emp
1721.B7T,emp
1721.S13M,emp
1721.B30T,emp
1721.B27M,emp
1721.B6T,emp
1721.B9M,emp
1721.B9B,emp
1721.R12B,emp
1721.B18B,emp
1721.B20B,emp
1721.B19B,emp
1721.B20T,emp
1721.B12B,emp
1721.B3M,emp
1721.B4T,emp
1721.B26T,emp
1721.B6M,emp
1721.B26B,emp
1721.B17M,emp
1721.S14T,emp
1721.B30M,emp
1721.B5T,emp
1721.R27M,emp
1721.R23M,emp
1721.S21T,emp
1721.B24T,emp
1721.B7B,emp
1721.S28B,emp
1721.B24B,emp
1721.B8M,emp
1721.S27M,emp
1721.S27B,emp
1721.B11M,emp
1721.B16B,emp
1721.B25T,emp
1721.S26M,emp
1721.B12T,emp
1721.B2B,emp
1721.S26T,emp
1721.S28M,emp
1721.S25B,emp
1721.S25M,emp
1721.B27B,emp
1721.R25T,emp
1721.B21M,emp
1721.B21T,emp
1721.R30T,emp
1721.R5T,emp
1721.SBM2,emp
1721.B3B,emp
1721.R19B,emp
1721.B27T,emp
1721.S26B,emp
1721.SBB2,emp
1721.R22T,emp
1721.R3M,emp
1721.S29M,emp
1721.S27T,emp
1721.SBT1,emp
1721.S29B,emp
1721.R11T,emp
1721.S30T,emp
1721.S29T,emp
1721.S15M,emp
1721.R19M,emp
1721.SBT2,emp
1721.R27T,emp
1721.R13M,emp
1721.S13B,emp
1721.R26B,emp
1721.B2T,emp
1721.B6B,emp
1721.R21T,emp
1721.B25B,emp
1721.R16T,emp
1721.R29T,emp
1721.R29B,emp
1721.R10T,emp
1721.SBB1,emp
1721.R19T,emp
1721.R24M,emp
1721.R26T,emp
1721.R28B,emp
1747.DZF.612012.RJ.soil,emp
1747.DZF.6202012.RJ.soil.under.basking.site,emp
1747.DZF.6202012.RJ.soil,emp
1747.DZF.6132012.TJ.planter.soil,emp
1883.2007.085.Crump.Artic.LTREB.main.lane1.NoIndex,emp
1883.2007.071.Crump.Artic.LTREB.main.lane1.NoIndex,emp
1883.2007.086.Crump.Artic.LTREB.main.lane1.NoIndex,emp
1883.2007.072.Crump.Artic.LTREB.main.lane1.NoIndex,emp
1883.2007.218.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2009.279.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2008.343.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2007.229.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2007.24.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2008.105.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2008.337.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2007.23.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2007.208.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2008.096.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2008.118.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2007.351.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2007.354.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2008.089.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2008.344.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2008.124.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2008.304.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2008.332.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2009.264.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2007.106.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2008.331.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2007.105.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2007.219.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2008.296.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2010.323A.Crump.Artic.LTREB.main.lane3.NoIndex,emp
1883.2009.323.Crump.Artic.LTREB.main.lane3.NoIndex,emp
1883.2010.307B.Crump.Artic.LTREB.main.lane3.NoIndex,emp
1883.2009.308.Crump.Artic.LTREB.main.lane3.NoIndex,emp
1883.2009.307.Crump.Artic.LTREB.main.lane3.NoIndex,emp
1883.2010.323B.Crump.Artic.LTREB.main.lane3.NoIndex,emp
1883.2010.307A.Crump.Artic.LTREB.main.lane3.NoIndex,emp
1883.2009.153.Crump.Artic.LTREB.main.lane3.NoIndex,emp
1883.2010.330B.Crump.Artic.LTREB.main.lane3.NoIndex,emp
1883.2010.330A.Crump.Artic.LTREB.main.lane3.NoIndex,emp
1883.2010.314B.Crump.Artic.LTREB.main.lane3.NoIndex,emp
1883.2010.314A.Crump.Artic.LTREB.main.lane3.NoIndex,emp
1883.2009.315.Crump.Artic.LTREB.main.lane3.NoIndex,emp
1883.2009.316.Crump.Artic.LTREB.main.lane3.NoIndex,emp
1883.2009.113.Crump.Artic.LTREB.main.lane3.NoIndex,emp
1883.2009.324.Crump.Artic.LTREB.main.lane3.NoIndex,emp
1883.2009.152.Crump.Artic.LTREB.main.lane3.NoIndex,emp
1883.2010.293B.Crump.Artic.LTREB.main.lane3.NoIndex,emp
1883.2010.300A.Crump.Artic.LTREB.main.lane3.NoIndex,emp
1883.2009.161.Crump.Artic.LTREB.main.lane3.NoIndex,emp
1883.2009.144.Crump.Artic.LTREB.main.lane3.NoIndex,emp
1883.2009.16.Crump.Artic.LTREB.main.lane3.NoIndex,emp
1883.2011.329.Crump.Artic.LTREB.main.lane4.NoIndex,emp
1883.2011.3.Crump.Artic.LTREB.main.lane4.NoIndex,emp
1883.2011.368.Crump.Artic.LTREB.main.lane4.NoIndex,emp
1883.2011.299.Crump.Artic.LTREB.main.lane4.NoIndex,emp
1883.2011.291.Crump.Artic.LTREB.main.lane4.NoIndex,emp
1883.2011.348.Crump.Artic.LTREB.main.lane4.NoIndex,emp
1883.2011.29.Crump.Artic.LTREB.main.lane4.NoIndex,emp
1883.2008.113.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2008.125.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2008.312.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2008.112.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2007.248.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2008.119.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2010.293A.Crump.Artic.LTREB.main.lane3.NoIndex,emp
1883.2011.282.Crump.Artic.LTREB.main.lane4.NoIndex,emp
1883.2011.32.Crump.Artic.LTREB.main.lane4.NoIndex,emp
1883.2011.281.Crump.Artic.LTREB.main.lane4.NoIndex,emp
1883.2007.346.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2007.35.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2008.097.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2008.305.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2009.278.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2008.297.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2011.309.Crump.Artic.LTREB.main.lane4.NoIndex,emp
1883.2011.319.Crump.Artic.LTREB.main.lane4.NoIndex,emp
1883.2011.369.Crump.Artic.LTREB.main.lane4.NoIndex,emp
1883.2007.096.Crump.Artic.LTREB.main.lane1.NoIndex,emp
1883.2007.239.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2007.355.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2007.191.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2008.104.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2007.249.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2009.272.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2007.097.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2010.300B.Crump.Artic.LTREB.main.lane3.NoIndex,emp
1883.2007.192.Crump.Artic.LTREB.main.lane2.NoIndex,emp
1883.2009.273.Crump.Artic.LTREB.main.lane2.NoIndex,emp
